stim_image_loc,corr_resp,congruency
material/bottom-shang.png,4,inc
material/top-xia.png,1,inc
material/bottom-shang.png,4,inc
material/top-xia.png,1,inc
material/bottom-shang.png,4,inc
material/top-xia.png,1,inc
material/bottom-shang.png,4,inc
material/top-xia.png,1,inc
material/top-shang.png,4,con
material/bottom-xia.png,1,con
